Owned_Name,Owned_Type,Date,Price,Currency,Principal_Factor
iShares MSCI EAFE Growth ETF,ETF,3/16/2021,101.19,USD,-
iShares MSCI Emerging Markets ETF,ETF,3/16/2021,54.35,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,3/16/2021,121.9,USD,-
J P Morgan Chase & Co,Stock,3/16/2021,153.51,USD,-
Jabil Circuit Inc,Stock,3/16/2021,0.0,USD,-
Johnson & Johnson,Stock,3/16/2021,161.37,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,3/16/2021,51.04,USD,-
Kroger Co,Stock,3/16/2021,35.82,USD,-
L3harris Technologies In,Stock,3/16/2021,191.54,USD,-
Marathon Pete Corp,Stock,3/16/2021,56.21,USD,-
Masco Corp,Stock,3/16/2021,56.94,USD,-
Mastercard Inc Class                  A,Stock,3/16/2021,382.38,USD,-
Mckesson Corp Exchange Offer,Stock,3/16/2021,186.96,USD,-
Merck & Co. Inc.,Stock,3/16/2021,0.0,USD,-
Microsoft Corp,Stock,3/16/2021,237.71,USD,-
Nike Inc Class                  B,Stock,3/16/2021,144.925,USD,-
Norfolk Southern Co,Stock,3/16/2021,256.39,USD,-
Procter & Gamble,Stock,3/16/2021,128.94,USD,-
Prudential Finl,Stock,3/16/2021,91.39,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,3/16/2021,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,3/16/2021,85.82,USD,-
Starbucks Corp,Stock,3/16/2021,111.34,USD,-
United Parcel SRVC Class                  B,Stock,3/16/2021,162.82,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,3/16/2021,1038.9611333333337,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,3/16/2021,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,3/16/2021,1024.53,USD,1
Vanguard FTSE Developed Markets ETF,ETF,3/16/2021,49.79,USD,-
Verizon Communicatn,Stock,3/16/2021,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,3/16/2021,1098.19,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,3/16/2021,1098.02,USD,1
VMware Inc Class A,Stock,3/16/2021,0.0,USD,-
WalMart Inc,Stock,3/16/2021,133.39,USD,-
Walt Disney Co,Stock,3/16/2021,194.24,USD,-
Abbvie Inc,Stock,3/17/2021,105.04,USD,-
Adobe Inc,Stock,3/17/2021,451.01,USD,-
Agilent Technologies,Stock,3/17/2021,122.52,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,3/17/2021,233.34,USD,-
Alphabet Inc. Class                  A,Stock,3/17/2021,2082.2200000000007,USD,-
Amgen Inc.,Stock,3/17/2021,244.27,USD,-
Apple Inc,Stock,3/17/2021,124.76,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,3/17/2021,1095.0311,USD,1
Bank Of America Corp,Stock,3/17/2021,38.13,USD,-
Becton Dickinson&co,Stock,3/17/2021,0.0,USD,-
BlackRock Inc,Stock,3/17/2021,732.35,USD,-
Borgwarner Inc Com,Stock,3/17/2021,0.0,USD,-
Boston Scientific Co,Stock,3/17/2021,38.88,USD,-
Bristol-Myers Squibb,Stock,3/17/2021,0.0,USD,-
Broadcom Inc,Stock,3/17/2021,483.59,USD,-
Cash,Cash,3/17/2021,1.0,USD,-
Cerner Corp,Stock,3/17/2021,72.3,USD,-
Change Healthcare Inc,Stock,3/17/2021,0.0,USD,-
Charles Schwab Corp,Stock,3/17/2021,65.7,USD,-
Chevron Corp,Stock,3/17/2021,0.0,USD,-
CIGNA Corp,Stock,3/17/2021,242.91,USD,-
Cisco Systems Inc,Stock,3/17/2021,0.0,USD,-
Comcast Corp Class                  A,Stock,3/17/2021,57.5,USD,-
Cummins Inc,Stock,3/17/2021,269.64,USD,-
Discover Finl S,Stock,3/17/2021,99.08,USD,-
Eastman Chemical Co,Stock,3/17/2021,113.21,USD,-
Emerson Electric Co,Stock,3/17/2021,90.52,USD,-
Exxon Mobil Corp,Stock,3/17/2021,59.37,USD,-
Facebook Inc Class                  A,Stock,3/17/2021,284.01,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,3/17/2021,1145.2156,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,3/17/2021,1118.5122,USD,1
Home Depot Inc,Stock,3/17/2021,281.68,USD,-
Intel Corp,Stock,3/17/2021,65.78,USD,-
iShares Core S&P Mid Cap ETF,ETF,3/17/2021,266.23,USD,-
iShares MSCI EAFE Growth ETF,ETF,3/17/2021,101.68,USD,-
iShares MSCI Emerging Markets ETF,ETF,3/17/2021,54.42,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,3/17/2021,121.91,USD,-
J P Morgan Chase & Co,Stock,3/17/2021,155.09,USD,-
Jabil Circuit Inc,Stock,3/17/2021,0.0,USD,-
Johnson & Johnson,Stock,3/17/2021,160.77,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,3/17/2021,51.04,USD,-
Kroger Co,Stock,3/17/2021,35.28,USD,-
L3harris Technologies In,Stock,3/17/2021,193.06,USD,-
Marathon Pete Corp,Stock,3/17/2021,56.21,USD,-
Masco Corp,Stock,3/17/2021,57.02,USD,-
Mastercard Inc Class                  A,Stock,3/17/2021,378.68,USD,-
Mckesson Corp Exchange Offer,Stock,3/17/2021,187.43,USD,-
Merck & Co. Inc.,Stock,3/17/2021,0.0,USD,-
Microsoft Corp,Stock,3/17/2021,237.04,USD,-
Nike Inc Class                  B,Stock,3/17/2021,145.095,USD,-
Norfolk Southern Co,Stock,3/17/2021,258.16,USD,-
Procter & Gamble,Stock,3/17/2021,128.42,USD,-
Prudential Finl,Stock,3/17/2021,93.18,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,3/17/2021,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,3/17/2021,86.14,USD,-
Starbucks Corp,Stock,3/17/2021,110.46,USD,-
United Parcel SRVC Class                  B,Stock,3/17/2021,160.65,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,3/17/2021,1038.4522,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,3/17/2021,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,3/17/2021,1024.4188666666666,USD,1
Vanguard FTSE Developed Markets ETF,ETF,3/17/2021,50.05,USD,-
Verizon Communicatn,Stock,3/17/2021,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,3/17/2021,1097.6788888888887,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,3/17/2021,1097.168,USD,1
VMware Inc Class A,Stock,3/17/2021,0.0,USD,-
WalMart Inc,Stock,3/17/2021,132.28,USD,-
Walt Disney Co,Stock,3/17/2021,195.24,USD,-
Abbvie Inc,Stock,3/18/2021,103.77,USD,-
Adobe Inc,Stock,3/18/2021,439.18,USD,-
Agilent Technologies,Stock,3/18/2021,122.59,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,3/18/2021,236.43,USD,-
Alphabet Inc. Class                  A,Stock,3/18/2021,2021.34,USD,-
Amgen Inc.,Stock,3/18/2021,244.42,USD,-
Apple Inc,Stock,3/18/2021,120.53,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,3/18/2021,1093.0922,USD,1
Bank Of America Corp,Stock,3/18/2021,39.12,USD,-
Becton Dickinson&co,Stock,3/18/2021,0.0,USD,-
BlackRock Inc,Stock,3/18/2021,727.86,USD,-
Borgwarner Inc Com,Stock,3/18/2021,0.0,USD,-
Boston Scientific Co,Stock,3/18/2021,38.19,USD,-
Bristol-Myers Squibb,Stock,3/18/2021,0.0,USD,-
Broadcom Inc,Stock,3/18/2021,464.15,USD,-
Cash,Cash,3/18/2021,1.0,USD,-
Cerner Corp,Stock,3/18/2021,71.74,USD,-
Change Healthcare Inc,Stock,3/18/2021,0.0,USD,-
Charles Schwab Corp,Stock,3/18/2021,66.07,USD,-
Chevron Corp,Stock,3/18/2021,0.0,USD,-
CIGNA Corp,Stock,3/18/2021,244.82,USD,-
Cisco Systems Inc,Stock,3/18/2021,0.0,USD,-
Comcast Corp Class                  A,Stock,3/18/2021,55.87,USD,-
Cummins Inc,Stock,3/18/2021,268.26,USD,-
Discover Finl S,Stock,3/18/2021,95.68,USD,-
Eastman Chemical Co,Stock,3/18/2021,113.39,USD,-
Emerson Electric Co,Stock,3/18/2021,89.46,USD,-
Exxon Mobil Corp,Stock,3/18/2021,56.81,USD,-
Facebook Inc Class                  A,Stock,3/18/2021,278.62,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,3/18/2021,1142.4944,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,3/18/2021,1115.9011,USD,1
Home Depot Inc,Stock,3/18/2021,284.81,USD,-
Intel Corp,Stock,3/18/2021,63.725,USD,-
iShares Core S&P Mid Cap ETF,ETF,3/18/2021,261.03,USD,-
iShares MSCI EAFE Growth ETF,ETF,3/18/2021,100.44,USD,-
iShares MSCI Emerging Markets ETF,ETF,3/18/2021,53.42,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,3/18/2021,120.13,USD,-
J P Morgan Chase & Co,Stock,3/18/2021,157.65,USD,-
Jabil Circuit Inc,Stock,3/18/2021,0.0,USD,-
Johnson & Johnson,Stock,3/18/2021,160.47,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,3/18/2021,51.02,USD,-
Kroger Co,Stock,3/18/2021,34.69,USD,-
L3harris Technologies In,Stock,3/18/2021,197.49,USD,-
Marathon Pete Corp,Stock,3/18/2021,52.85,USD,-
Masco Corp,Stock,3/18/2021,57.1,USD,-
Mastercard Inc Class                  A,Stock,3/18/2021,367.0,USD,-
Mckesson Corp Exchange Offer,Stock,3/18/2021,188.41,USD,-
Merck & Co. Inc.,Stock,3/18/2021,0.0,USD,-
Microsoft Corp,Stock,3/18/2021,230.72,USD,-
Nike Inc Class                  B,Stock,3/18/2021,143.445,USD,-
Norfolk Southern Co,Stock,3/18/2021,263.07,USD,-
Procter & Gamble,Stock,3/18/2021,128.7,USD,-
Prudential Finl,Stock,3/18/2021,93.11,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,3/18/2021,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,3/18/2021,84.68,USD,-
Starbucks Corp,Stock,3/18/2021,107.62,USD,-
United Parcel SRVC Class                  B,Stock,3/18/2021,160.2,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,3/18/2021,1037.5433333333333,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,3/18/2021,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,3/18/2021,1023.8578,USD,1
Vanguard FTSE Developed Markets ETF,ETF,3/18/2021,49.57,USD,-
Verizon Communicatn,Stock,3/18/2021,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,3/18/2021,1096.0677777777778,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,3/18/2021,1095.728,USD,1
VMware Inc Class A,Stock,3/18/2021,0.0,USD,-
WalMart Inc,Stock,3/18/2021,130.56,USD,-
Walt Disney Co,Stock,3/18/2021,192.28,USD,-
Abbvie Inc,Stock,3/19/2021,103.42,USD,-
Adobe Inc,Stock,3/19/2021,441.5,USD,-
Agilent Technologies,Stock,3/19/2021,122.69,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,3/19/2021,239.79,USD,-
Alphabet Inc. Class                  A,Stock,3/19/2021,2026.96,USD,-
Amgen Inc.,Stock,3/19/2021,245.94,USD,-
Apple Inc,Stock,3/19/2021,119.99,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,3/19/2021,1093.1033,USD,1
Bank Of America Corp,Stock,3/19/2021,38.71,USD,-
Becton Dickinson&co,Stock,3/19/2021,0.0,USD,-
BlackRock Inc,Stock,3/19/2021,733.77,USD,-
Borgwarner Inc Com,Stock,3/19/2021,0.0,USD,-
Boston Scientific Co,Stock,3/19/2021,38.17,USD,-
Bristol-Myers Squibb,Stock,3/19/2021,0.0,USD,-
Broadcom Inc,Stock,3/19/2021,478.06,USD,-
Cash,Cash,3/19/2021,1.0,USD,-
Cerner Corp,Stock,3/19/2021,71.95,USD,-
Change Healthcare Inc,Stock,3/19/2021,0.0,USD,-
Charles Schwab Corp,Stock,3/19/2021,66.05,USD,-
Chevron Corp,Stock,3/19/2021,0.0,USD,-
CIGNA Corp,Stock,3/19/2021,244.26,USD,-
Cisco Systems Inc,Stock,3/19/2021,0.0,USD,-
Comcast Corp Class                  A,Stock,3/19/2021,55.46,USD,-
Cummins Inc,Stock,3/19/2021,265.9,USD,-
Discover Finl S,Stock,3/19/2021,94.78,USD,-
Eastman Chemical Co,Stock,3/19/2021,112.49,USD,-
Emerson Electric Co,Stock,3/19/2021,88.49,USD,-
Exxon Mobil Corp,Stock,3/19/2021,56.49,USD,-
Facebook Inc Class                  A,Stock,3/19/2021,290.11,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,3/19/2021,1142.5933,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,3/19/2021,1116.01,USD,1
Home Depot Inc,Stock,3/19/2021,290.75,USD,-
Intel Corp,Stock,3/19/2021,63.76,USD,-
iShares Core S&P Mid Cap ETF,ETF,3/19/2021,260.91,USD,-
iShares MSCI EAFE Growth ETF,ETF,3/19/2021,100.69,USD,-
iShares MSCI Emerging Markets ETF,ETF,3/19/2021,54.08,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,3/19/2021,119.71,USD,-
J P Morgan Chase & Co,Stock,3/19/2021,155.14,USD,-
Jabil Circuit Inc,Stock,3/19/2021,0.0,USD,-
Johnson & Johnson,Stock,3/19/2021,160.04,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,3/19/2021,51.01,USD,-
Kroger Co,Stock,3/19/2021,35.4,USD,-
L3harris Technologies In,Stock,3/19/2021,198.52,USD,-
Marathon Pete Corp,Stock,3/19/2021,53.76,USD,-
Masco Corp,Stock,3/19/2021,57.32,USD,-
Mastercard Inc Class                  A,Stock,3/19/2021,356.51,USD,-
Mckesson Corp Exchange Offer,Stock,3/19/2021,190.19,USD,-
Merck & Co. Inc.,Stock,3/19/2021,0.0,USD,-
Microsoft Corp,Stock,3/19/2021,230.35,USD,-
Nike Inc Class                  B,Stock,3/19/2021,137.765,USD,-
Norfolk Southern Co,Stock,3/19/2021,260.46,USD,-
Procter & Gamble,Stock,3/19/2021,128.01,USD,-
Prudential Finl,Stock,3/19/2021,91.98,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,3/19/2021,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,3/19/2021,84.71,USD,-
Starbucks Corp,Stock,3/19/2021,106.34,USD,-
United Parcel SRVC Class                  B,Stock,3/19/2021,159.29,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,3/19/2021,1037.7444666666668,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,3/19/2021,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,3/19/2021,1023.9366666666666,USD,1
Vanguard FTSE Developed Markets ETF,ETF,3/19/2021,49.74,USD,-
Verizon Communicatn,Stock,3/19/2021,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,3/19/2021,1096.4066666666668,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,3/19/2021,1096.066,USD,1
VMware Inc Class A,Stock,3/19/2021,0.0,USD,-
WalMart Inc,Stock,3/19/2021,132.29,USD,-
Walt Disney Co,Stock,3/19/2021,191.14,USD,-
Abbvie Inc,Stock,3/20/2021,103.42,USD,-
Adobe Inc,Stock,3/20/2021,441.5,USD,-
Agilent Technologies,Stock,3/20/2021,122.69,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,3/20/2021,239.79,USD,-
Alphabet Inc. Class                  A,Stock,3/20/2021,2026.96,USD,-
Amgen Inc.,Stock,3/20/2021,245.94,USD,-
Apple Inc,Stock,3/20/2021,119.99,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,3/20/2021,1093.2144,USD,1
Bank Of America Corp,Stock,3/20/2021,38.71,USD,-
Becton Dickinson&co,Stock,3/20/2021,0.0,USD,-
BlackRock Inc,Stock,3/20/2021,733.77,USD,-
Borgwarner Inc Com,Stock,3/20/2021,0.0,USD,-
Boston Scientific Co,Stock,3/20/2021,38.17,USD,-
Bristol-Myers Squibb,Stock,3/20/2021,0.0,USD,-
Broadcom Inc,Stock,3/20/2021,478.06,USD,-
Cash,Cash,3/20/2021,1.0,USD,-
Cerner Corp,Stock,3/20/2021,71.95,USD,-
Change Healthcare Inc,Stock,3/20/2021,0.0,USD,-
Charles Schwab Corp,Stock,3/20/2021,66.05,USD,-
Chevron Corp,Stock,3/20/2021,0.0,USD,-
CIGNA Corp,Stock,3/20/2021,244.26,USD,-
Cisco Systems Inc,Stock,3/20/2021,0.0,USD,-
Comcast Corp Class                  A,Stock,3/20/2021,55.46,USD,-
Cummins Inc,Stock,3/20/2021,265.9,USD,-
Discover Finl S,Stock,3/20/2021,94.78,USD,-
Eastman Chemical Co,Stock,3/20/2021,112.49,USD,-
Emerson Electric Co,Stock,3/20/2021,88.49,USD,-
Exxon Mobil Corp,Stock,3/20/2021,56.49,USD,-
Facebook Inc Class                  A,Stock,3/20/2021,290.11,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,3/20/2021,1142.7322,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,3/20/2021,1116.1489,USD,1
Home Depot Inc,Stock,3/20/2021,290.75,USD,-
Intel Corp,Stock,3/20/2021,63.76,USD,-
iShares Core S&P Mid Cap ETF,ETF,3/20/2021,260.91,USD,-
iShares MSCI EAFE Growth ETF,ETF,3/20/2021,100.69,USD,-
iShares MSCI Emerging Markets ETF,ETF,3/20/2021,54.08,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,3/20/2021,119.71,USD,-
J P Morgan Chase & Co,Stock,3/20/2021,155.14,USD,-
Jabil Circuit Inc,Stock,3/20/2021,0.0,USD,-
Johnson & Johnson,Stock,3/20/2021,160.04,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,3/20/2021,51.01,USD,-
Kroger Co,Stock,3/20/2021,35.4,USD,-
L3harris Technologies In,Stock,3/20/2021,198.52,USD,-
Marathon Pete Corp,Stock,3/20/2021,53.76,USD,-
Masco Corp,Stock,3/20/2021,57.32,USD,-
Mastercard Inc Class                  A,Stock,3/20/2021,356.51,USD,-
Mckesson Corp Exchange Offer,Stock,3/20/2021,190.19,USD,-
Merck & Co. Inc.,Stock,3/20/2021,0.0,USD,-
Microsoft Corp,Stock,3/20/2021,230.35,USD,-
Nike Inc Class                  B,Stock,3/20/2021,137.765,USD,-
Norfolk Southern Co,Stock,3/20/2021,260.46,USD,-
Procter & Gamble,Stock,3/20/2021,128.01,USD,-
Prudential Finl,Stock,3/20/2021,91.98,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,3/20/2021,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,3/20/2021,84.71,USD,-
Starbucks Corp,Stock,3/20/2021,106.34,USD,-
United Parcel SRVC Class                  B,Stock,3/20/2021,159.29,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,3/20/2021,1037.8555333333334,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,3/20/2021,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,3/20/2021,1024.0755333333332,USD,1
Vanguard FTSE Developed Markets ETF,ETF,3/20/2021,49.74,USD,-
Verizon Communicatn,Stock,3/20/2021,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,3/20/2021,1096.5455555555557,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,3/20/2021,1096.2060000000001,USD,1
VMware Inc Class A,Stock,3/20/2021,0.0,USD,-
WalMart Inc,Stock,3/20/2021,132.29,USD,-
Walt Disney Co,Stock,3/20/2021,191.14,USD,-
Abbvie Inc,Stock,3/21/2021,103.42,USD,-
Adobe Inc,Stock,3/21/2021,441.5,USD,-
Agilent Technologies,Stock,3/21/2021,122.69,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,3/21/2021,239.79,USD,-
Alphabet Inc. Class                  A,Stock,3/21/2021,2026.96,USD,-
Amgen Inc.,Stock,3/21/2021,245.94,USD,-
Apple Inc,Stock,3/21/2021,119.99,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,3/21/2021,1093.3256,USD,1
Bank Of America Corp,Stock,3/21/2021,38.71,USD,-
Becton Dickinson&co,Stock,3/21/2021,0.0,USD,-
BlackRock Inc,Stock,3/21/2021,733.77,USD,-
Borgwarner Inc Com,Stock,3/21/2021,0.0,USD,-
Boston Scientific Co,Stock,3/21/2021,38.17,USD,-
Bristol-Myers Squibb,Stock,3/21/2021,0.0,USD,-
Broadcom Inc,Stock,3/21/2021,478.06,USD,-
Cash,Cash,3/21/2021,1.0,USD,-
Cerner Corp,Stock,3/21/2021,71.95,USD,-
Change Healthcare Inc,Stock,3/21/2021,0.0,USD,-
Charles Schwab Corp,Stock,3/21/2021,66.05,USD,-
Chevron Corp,Stock,3/21/2021,0.0,USD,-
CIGNA Corp,Stock,3/21/2021,244.26,USD,-
Cisco Systems Inc,Stock,3/21/2021,0.0,USD,-
Comcast Corp Class                  A,Stock,3/21/2021,55.46,USD,-
Cummins Inc,Stock,3/21/2021,265.9,USD,-
Discover Finl S,Stock,3/21/2021,94.78,USD,-
Eastman Chemical Co,Stock,3/21/2021,112.49,USD,-
Emerson Electric Co,Stock,3/21/2021,88.49,USD,-
Exxon Mobil Corp,Stock,3/21/2021,56.49,USD,-
Facebook Inc Class                  A,Stock,3/21/2021,290.11,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,3/21/2021,1142.8711,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,3/21/2021,1116.2878,USD,1
Home Depot Inc,Stock,3/21/2021,290.75,USD,-
Intel Corp,Stock,3/21/2021,63.76,USD,-
iShares Core S&P Mid Cap ETF,ETF,3/21/2021,260.91,USD,-
iShares MSCI EAFE Growth ETF,ETF,3/21/2021,100.69,USD,-
iShares MSCI Emerging Markets ETF,ETF,3/21/2021,54.08,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,3/21/2021,119.71,USD,-
J P Morgan Chase & Co,Stock,3/21/2021,155.14,USD,-
Jabil Circuit Inc,Stock,3/21/2021,0.0,USD,-
Johnson & Johnson,Stock,3/21/2021,160.04,USD,-
JPMorgan Ultra SHRT Muncipl Incm ETF,ETF,3/21/2021,51.01,USD,-
Kroger Co,Stock,3/21/2021,35.4,USD,-
L3harris Technologies In,Stock,3/21/2021,198.52,USD,-
Marathon Pete Corp,Stock,3/21/2021,53.76,USD,-
Masco Corp,Stock,3/21/2021,57.32,USD,-
Mastercard Inc Class                  A,Stock,3/21/2021,356.51,USD,-
Mckesson Corp Exchange Offer,Stock,3/21/2021,190.19,USD,-
Merck & Co. Inc.,Stock,3/21/2021,0.0,USD,-
Microsoft Corp,Stock,3/21/2021,230.35,USD,-
Nike Inc Class                  B,Stock,3/21/2021,137.765,USD,-
Norfolk Southern Co,Stock,3/21/2021,260.46,USD,-
Procter & Gamble,Stock,3/21/2021,128.01,USD,-
Prudential Finl,Stock,3/21/2021,91.98,USD,-
Schwab Value Advantage Money Fund,Money Market Fund,3/21/2021,0.0,USD,-
SPDR S&P 600 Small Cap Value ETF,ETF,3/21/2021,84.71,USD,-
Starbucks Corp,Stock,3/21/2021,106.34,USD,-
United Parcel SRVC Class                  B,Stock,3/21/2021,159.29,USD,-
VA CMWLTH Trans BRD 4%26 GRNT        Due 03/15/26,Bond,3/21/2021,1037.9666666666667,USD,1
VA CMWLTH Univ      5%20 Pub Educ    Due 11/01/20,Bond,3/21/2021,0.0,USD,1
VA ST Pub BLDG Auth 5%21 BLDG Auth   Due 08/01/21,Bond,3/21/2021,1024.2144666666668,USD,1
Vanguard FTSE Developed Markets ETF,ETF,3/21/2021,49.74,USD,-
Verizon Communicatn,Stock,3/21/2021,0.0,USD,-
Virginia State Res  5%22 **Partial**,Bond,3/21/2021,1096.6844444444446,USD,1
Virginia State Res  5%22 Finl Auth   Due 11/01/22,Bond,3/21/2021,1096.344,USD,1
VMware Inc Class A,Stock,3/21/2021,0.0,USD,-
WalMart Inc,Stock,3/21/2021,132.29,USD,-
Walt Disney Co,Stock,3/21/2021,191.14,USD,-
Abbvie Inc,Stock,3/22/2021,105.9,USD,-
Adobe Inc,Stock,3/22/2021,452.41,USD,-
Agilent Technologies,Stock,3/22/2021,123.61,USD,-
Alibaba Group Holding  F Sponsored ADR,Stock,3/22/2021,237.12000000000003,USD,-
Alphabet Inc. Class                  A,Stock,3/22/2021,2030.69,USD,-
Amgen Inc.,Stock,3/22/2021,249.69,USD,-
Apple Inc,Stock,3/22/2021,123.39,USD,-
Arlington CNTY VA   4%27 Go Utx      Due 08/01/27,Bond,3/22/2021,1093.8267,USD,1
Bank Of America Corp,Stock,3/22/2021,37.84,USD,-
Becton Dickinson&co,Stock,3/22/2021,0.0,USD,-
BlackRock Inc,Stock,3/22/2021,735.05,USD,-
Borgwarner Inc Com,Stock,3/22/2021,0.0,USD,-
Boston Scientific Co,Stock,3/22/2021,38.23,USD,-
Bristol-Myers Squibb,Stock,3/22/2021,0.0,USD,-
Broadcom Inc,Stock,3/22/2021,478.88,USD,-
Cash,Cash,3/22/2021,1.0,USD,-
Cerner Corp,Stock,3/22/2021,71.97,USD,-
Change Healthcare Inc,Stock,3/22/2021,0.0,USD,-
Charles Schwab Corp,Stock,3/22/2021,64.77,USD,-
Chevron Corp,Stock,3/22/2021,0.0,USD,-
CIGNA Corp,Stock,3/22/2021,243.4,USD,-
Cisco Systems Inc,Stock,3/22/2021,0.0,USD,-
Comcast Corp Class                  A,Stock,3/22/2021,56.37,USD,-
Cummins Inc,Stock,3/22/2021,263.48,USD,-
Discover Finl S,Stock,3/22/2021,94.68,USD,-
Eastman Chemical Co,Stock,3/22/2021,112.92,USD,-
Emerson Electric Co,Stock,3/22/2021,89.35,USD,-
Exxon Mobil Corp,Stock,3/22/2021,55.91,USD,-
Facebook Inc Class                  A,Stock,3/22/2021,293.54,USD,-
Fairfax CNTY VA     5%23 Go Utx      Due 10/01/23,Bond,3/22/2021,1144.15,USD,1
Hampton VA          5%23 Go Utx      Due 09/01/23,Bond,3/22/2021,1116.7467,USD,1
Home Depot Inc,Stock,3/22/2021,290.5900000000001,USD,-
Intel Corp,Stock,3/22/2021,65.63,USD,-
iShares Core S&P Mid Cap ETF,ETF,3/22/2021,259.64,USD,-
iShares MSCI EAFE Growth ETF,ETF,3/22/2021,101.21999999999998,USD,-
iShares MSCI Emerging Markets ETF,ETF,3/22/2021,53.92,USD,-
Ishars Edg MSCI USA QLTY FCTR ETF,ETF,3/22/2021,120.78,USD,-
J P Morgan Chase & Co,Stock,3/22/2021,150.97,USD,-
Jabil Circuit Inc,Stock,3/22/2021,0.0,USD,-
Johnson & Johnson,Stock,3/22/2021,160.5,USD,-
